count,mean_radius_m,median_radius_m,p05_radius_m,p95_radius_m,min_radius_m,max_radius_m,x_span_m,y_span_m,axis_ratio_x_over_y,mean_z_m,z_range_m,sector_coverage_frac,min_sector_count,annular_coverage_frac,min_annular_count,replicate
11895.0,1020.8970189238763,1012.3916176114853,296.93540888417465,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2565857926109865,35.19410000000016,1.0,241.0,1.0,352.0,21.0
11895.0,1020.5895033435359,1012.3916140753043,296.9354007649273,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.259457661334108,35.19410000000016,1.0,240.0,1.0,352.0,22.0
11895.0,1020.7170459054132,1012.3916140753043,296.93540888417465,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2623917116849346,35.19410000000016,1.0,242.0,1.0,352.0,23.0
11895.0,1020.4250990345757,1012.3916005701549,296.93540888417465,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2553665213269953,35.19410000000016,1.0,242.0,1.0,352.0,24.0
11895.0,1020.47882240948,1012.3916005701549,296.93540351403027,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2563138923620127,35.19410000000016,1.0,242.0,1.0,351.0,25.0
11895.0,1020.7473477136928,1012.3916140753043,296.9354111856651,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.25655765324409,35.19410000000016,1.0,242.0,1.0,351.0,26.0
11895.0,1020.500421034444,1012.3916001310955,296.93540351403027,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2635334899628146,35.19410000000016,1.0,241.0,1.0,352.0,27.0
11895.0,1020.4966327397923,1012.3916140753043,296.9354007649273,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.258681111911274,35.19410000000016,1.0,241.0,1.0,352.0,28.0
11895.0,1020.5526678140423,1012.3916140753043,296.93540888417465,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.253291519742619,35.19410000000016,1.0,242.0,1.0,352.0,29.0
11895.0,1020.5178469868298,1012.3916005701549,296.93540351403027,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.254694434380314,35.19410000000016,1.0,242.0,1.0,352.0,30.0
11895.0,1020.5496710504577,1012.3916140753043,296.93540351403027,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.256719809360105,35.19410000000016,1.0,242.0,1.0,351.0,31.0
11895.0,1020.5234645402776,1012.3916140753043,296.93540351403027,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.256475252481003,35.19410000000016,1.0,241.0,1.0,350.0,32.0
11895.0,1020.3096717253172,1012.3915820773107,296.9354007649273,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2593308216147694,35.19410000000016,1.0,242.0,1.0,352.0,33.0
11895.0,1020.5882966748841,1012.3916140753043,296.93540351403027,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2542788360681594,35.19410000000016,1.0,241.0,1.0,352.0,34.0
11895.0,1020.3818426525637,1012.3916005701549,296.9354007649273,1785.9185694101511,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2578686547702644,35.19410000000016,1.0,241.0,1.0,350.0,35.0
11895.0,1020.3087395854028,1012.3916005701549,296.93540351403027,1785.918487087022,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2568789328638403,35.19410000000016,1.0,242.0,1.0,350.0,36.0
11895.0,1020.6947303691928,1012.3916176114853,296.9354007649273,1785.918573955711,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.257863459892003,35.19410000000016,1.0,242.0,1.0,352.0,37.0
11895.0,1020.3770479912373,1012.3916140753043,296.9354007649273,1785.918487087022,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2549142410540943,35.19410000000016,1.0,241.0,1.0,351.0,38.0
11895.0,1020.5583544346507,1012.3916140753043,296.93540351403027,1785.918570773819,171.97435638199087,1988.054150591477,3530.44,3503.9300000000003,1.0075657904124797,-2.2612522624270044,35.19410000000016,1.0,242.0,1.0,351.0,39.0
